genomeSize	err_rate	QV	gsize	N50	ctgn	L50
3065000	0.244	36.6102	4669482	4657609	3	1
3065000	0.246	36.6097	4669483	4657610	3	1
3065000	0.248	36.6026	4669491	4657618	3	1
3065000	0.250	36.6095	4669499	4657626	3	1
3070000	0.220	36.5676	4669431	4657558	3	1
3065000	0.252	36.6135	4669499	4657626	3	1
3070000	0.222	36.5782	4669422	4657549	3	1
3065000	0.256	36.6202	4669506	4657633	3	1
3070000	0.224	36.59	4669456	4657583	3	1
3065000	0.254	36.6159	4669500	4657627	3	1
3070000	0.226	36.581	4669445	4657572	3	1
3065000	0.258	36.4647	4683410	4671537	3	1
3065000	0.260	36.5001	4683398	4671525	3	1
3070000	0.228	36.5839	4669443	4657570	3	1
3070000	0.230	36.5846	4669472	4657599	3	1
3070000	0.232	36.5905	4669466	4657593	3	1
3070000	0.234	36.5905	4669464	4657591	3	1
3070000	0.236	36.5959	4669471	4657598	3	1
3070000	0.238	36.5926	4669482	4657609	3	1
3070000	0.240	36.5986	4669481	4657608	3	1
3070000	0.242	36.6102	4669470	4657597	3	1
3070000	0.244	36.6116	4669478	4657605	3	1
3070000	0.246	36.6104	4669482	4657609	3	1
3070000	0.248	36.6045	4669489	4657616	3	1
3070000	0.250	36.6102	4669498	4657625	3	1
3070000	0.252	36.6142	4669498	4657625	3	1
3075000	0.220	36.5676	4669430	4657557	3	1
3070000	0.254	36.6166	4669500	4657627	3	1
3075000	0.224	36.5893	4669456	4657583	3	1
3075000	0.222	36.5779	4669423	4657550	3	1
3070000	0.256	36.62	4669506	4657633	3	1
3070000	0.258	36.4645	4683411	4671538	3	1
3075000	0.226	36.5803	4669443	4657570	3	1
3070000	0.260	36.4992	4683400	4671527	3	1
3075000	0.228	36.5831	4669441	4657568	3	1
3075000	0.230	36.5844	4669471	4657598	3	1
3075000	0.232	36.5903	4669466	4657593	3	1
3075000	0.234	36.5903	4669463	4657590	3	1
3075000	0.236	36.5962	4669470	4657597	3	1
3075000	0.240	36.599	4669480	4657607	3	1
3075000	0.238	36.5929	4669481	4657608	3	1
3075000	0.242	36.6104	4669467	4657594	3	1
3075000	0.244	36.6118	4669474	4657601	3	1
3075000	0.246	36.6107	4669478	4657605	3	1
3075000	0.248	36.6047	4669485	4657612	3	1
3075000	0.250	36.6104	4669494	4657621	3	1
3075000	0.254	36.6166	4669497	4657624	3	1
3075000	0.252	36.6145	4669494	4657621	3	1
3075000	0.256	36.62	4669503	4657630	3	1
3075000	0.258	36.4645	4683407	4671534	3	1
3075000	0.260	36.4992	4683397	4671524	3	1
3080000	0.222	36.5775	4669425	4657552	3	1
3080000	0.224	36.5884	4669456	4657583	3	1
3080000	0.226	36.5801	4669445	4657572	3	1
3080000	0.228	36.5839	4669442	4657569	3	1
3080000	0.234	36.5886	4669464	4657591	3	1
3080000	0.232	36.5886	4669467	4657594	3	1
3080000	0.236	36.5945	4669470	4657597	3	1
3080000	0.238	36.5912	4669480	4657607	3	1
3080000	0.242	36.6104	4669467	4657594	3	1
3080000	0.244	36.6118	4669474	4657601	3	1
3080000	0.246	36.6107	4669477	4657604	3	1
3080000	0.248	36.6047	4669485	4657612	3	1
3080000	0.252	36.6145	4669495	4657622	3	1
3085000	0.220	36.5662	4669430	4657557	3	1
3080000	0.256	36.6212	4669504	4657631	3	1
3080000	0.254	36.6161	4669498	4657625	3	1
3085000	0.222	36.5763	4669427	4657554	3	1
3085000	0.224	36.5872	4669457	4657584	3	1
3080000	0.258	36.4645	4683409	4671536	3	1
3085000	0.226	36.5789	4669449	4657576	3	1
3085000	0.228	36.5839	4669443	4657570	3	1
3085000	0.230	36.5813	4669469	4657596	3	1
3085000	0.232	36.5886	4669466	4657593	3	1
3085000	0.234	36.5886	4669464	4657591	3	1
3085000	0.236	36.5969	4669469	4657596	3	1
3085000	0.238	36.5912	4669478	4657605	3	1
3085000	0.240	36.599	4669479	4657606	3	1
3085000	0.242	36.6104	4669467	4657594	3	1
3085000	0.244	36.6118	4669476	4657603	3	1
3085000	0.246	36.6107	4669480	4657607	3	1
3085000	0.248	36.605	4669489	4657616	3	1
3085000	0.250	36.6131	4669497	4657624	3	1
3090000	0.220	36.5655	4669429	4657556	3	1
3090000	0.222	36.5756	4669425	4657552	3	1
3085000	0.254	36.6159	4669503	4657630	3	1
3090000	0.224	36.5865	4669455	4657582	3	1
3085000	0.252	36.6145	4669497	4657624	3	1
3085000	0.256	36.6209	4669509	4657636	3	1
3085000	0.258	36.5175	4683395	4671522	3	1
3090000	0.228	36.5857	4669443	4657570	3	1
3090000	0.226	36.5806	4669447	4657574	3	1
3085000	0.260	36.4992	4683399	4671526	3	1
3090000	0.230	36.5844	4669468	4657595	3	1
3090000	0.232	36.5886	4669464	4657591	3	1
3090000	0.234	36.591	4669464	4657591	3	1
3090000	0.236	36.5993	4669470	4657597	3	1
3090000	0.238	36.5936	4669477	4657604	3	1
3090000	0.240	36.6014	4669478	4657605	3	1
3090000	0.242	36.6095	4669468	4657595	3	1
3090000	0.244	36.6109	4669477	4657604	3	1
3090000	0.246	36.6097	4669480	4657607	3	1
3090000	0.248	36.605	4669489	4657616	3	1
3090000	0.250	36.6131	4669496	4657623	3	1
3090000	0.252	36.6157	4669495	4657622	3	1
3090000	0.254	36.6169	4669500	4657627	3	1
3090000	0.256	36.6219	4669506	4657633	3	1
3095000	0.220	36.564	4669429	4657556	3	1
3090000	0.258	36.5173	4683394	4671521	3	1
3095000	0.222	36.5756	4669425	4657552	3	1
3095000	0.226	36.5806	4669447	4657574	3	1
3090000	0.260	36.4981	4683399	4671526	3	1
3095000	0.224	36.5865	4669456	4657583	3	1
3095000	0.228	36.5857	4669442	4657569	3	1
3095000	0.230	36.5844	4669468	4657595	3	1
3095000	0.234	36.5895	4669464	4657591	3	1
3095000	0.232	36.5886	4669465	4657592	3	1
3095000	0.236	36.5993	4669472	4657599	3	1
3095000	0.238	36.5936	4669477	4657604	3	1
3095000	0.240	36.6014	4669476	4657603	3	1
3095000	0.242	36.6095	4669467	4657594	3	1
3095000	0.244	36.6109	4669477	4657604	3	1
3095000	0.246	36.6097	4669481	4657608	3	1
3095000	0.248	36.6045	4669489	4657616	3	1
3095000	0.252	36.6152	4669493	4657620	3	1
3095000	0.250	36.6126	4669496	4657623	3	1
3095000	0.254	36.6164	4669498	4657625	3	1
3095000	0.256	36.6214	4669505	4657632	3	1
3095000	0.258	36.5168	4683392	4671519	3	1
3095000	0.260	36.4983	4683397	4671524	3	1
3100000	0.222	36.577	4669432	4657559	3	1
3100000	0.224	36.5867	4669459	4657586	3	1
3100000	0.226	36.5817	4669453	4657580	3	1
3100000	0.228	36.5855	4669443	4657570	3	1
3100000	0.232	36.5898	4669466	4657593	3	1
3100000	0.234	36.591	4669466	4657593	3	1
3100000	0.236	36.6007	4669474	4657601	3	1
3100000	0.238	36.5962	4669477	4657604	3	1
3100000	0.242	36.6095	4669467	4657594	3	1
3100000	0.244	36.6109	4669477	4657604	3	1
3100000	0.246	36.6097	4669482	4657609	3	1
3100000	0.248	36.6045	4669491	4657618	3	1
3100000	0.252	36.615	4669494	4657621	3	1
3100000	0.254	36.6161	4669499	4657626	3	1
3105000	0.220	36.5713	4669434	4657561	3	1
3100000	0.256	36.6214	4669507	4657634	3	1
3100000	0.258	36.5168	4683393	4671520	3	1
3105000	0.222	36.5834	4669431	4657558	3	1
3105000	0.224	36.5893	4669455	4657582	3	1
3105000	0.226	36.5848	4669454	4657581	3	1
3105000	0.228	36.5883	4669443	4657570	3	1
3105000	0.230	36.5872	4669468	4657595	3	1
3105000	0.232	36.5929	4669465	4657592	3	1
3105000	0.234	36.5931	4669465	4657592	3	1
3105000	0.236	36.6028	4669474	4657601	3	1
3105000	0.238	36.6009	4669475	4657602	3	1
3105000	0.240	36.6073	4669474	4657601	3	1
3105000	0.242	36.6147	4669464	4657591	3	1
3105000	0.246	36.6149	4669480	4657607	3	1
3105000	0.244	36.6161	4669474	4657601	3	1
3105000	0.250	36.6178	4669495	4657622	3	1
3105000	0.248	36.6102	4669492	4657619	3	1
3105000	0.252	36.6204	4669492	4657619	3	1
3105000	0.254	36.6226	4669496	4657623	3	1
3110000	0.224	36.5905	4669454	4657581	3	1
3110000	0.220	36.5718	4669440	4657567	3	1
3110000	0.222	36.5834	4669432	4657559	3	1
3105000	0.256	36.6295	4669505	4657632	3	1
3105000	0.258	36.5252	4683390	4671517	3	1
3110000	0.226	36.585	4669455	4657582	3	1
3110000	0.228	36.5883	4669445	4657572	3	1
3105000	0.260	36.5066	4683395	4671522	3	1
3110000	0.230	36.5872	4669469	4657596	3	1
3110000	0.232	36.5929	4669464	4657591	3	1
3110000	0.234	36.5931	4669465	4657592	3	1
3110000	0.236	36.6028	4669476	4657603	3	1
3110000	0.238	36.5995	4669477	4657604	3	1
3110000	0.240	36.6059	4669476	4657603	3	1
3110000	0.242	36.6147	4669464	4657591	3	1
3110000	0.244	36.6164	4669473	4657600	3	1
3110000	0.246	36.6152	4669479	4657606	3	1
3110000	0.248	36.6107	4669492	4657619	3	1
3110000	0.250	36.6183	4669495	4657622	3	1
3110000	0.252	36.6207	4669491	4657618	3	1
3115000	0.220	36.5718	4669438	4657565	3	1
3110000	0.254	36.6231	4669494	4657621	3	1
3110000	0.256	36.63	4669503	4657630	3	1
3115000	0.222	36.5834	4669432	4657559	3	1
3115000	0.224	36.5914	4669455	4657582	3	1
3110000	0.258	36.5268	4683388	4671515	3	1
3115000	0.226	36.586	4669455	4657582	3	1
3110000	0.260	36.508	4683393	4671520	3	1
3115000	0.228	36.5893	4669445	4657572	3	1
3115000	0.234	36.594	4669466	4657593	3	1
3115000	0.230	36.591	4669472	4657599	3	1
3115000	0.232	36.5938	4669466	4657593	3	1
3115000	0.236	36.6035	4669478	4657605	3	1
3115000	0.238	36.6002	4669479	4657606	3	1
3115000	0.240	36.6057	4669478	4657605	3	1
3115000	0.242	36.6156	4669466	4657593	3	1
3115000	0.244	36.6173	4669475	4657602	3	1
3115000	0.246	36.6152	4669482	4657609	3	1
3115000	0.248	36.6107	4669494	4657621	3	1
3115000	0.252	36.6207	4669492	4657619	3	1
3115000	0.254	36.6231	4669495	4657622	3	1
3115000	0.250	36.6183	4669496	4657623	3	1
3115000	0.256	36.63	4669503	4657630	3	1
3115000	0.258	36.5268	4683388	4671515	3	1
3115000	0.260	36.508	4683392	4671519	3	1
3120000	0.222	36.5841	4669437	4657564	3	1
3120000	0.224	36.5926	4669457	4657584	3	1
3120000	0.226	36.5867	4669457	4657584	3	1
3120000	0.228	36.59	4669446	4657573	3	1
3120000	0.232	36.5938	4669466	4657593	3	1
3120000	0.234	36.5969	4669466	4657593	3	1
3120000	0.236	36.6035	4669479	4657606	3	1
3120000	0.238	36.5995	4669480	4657607	3	1
3120000	0.242	36.6149	4669465	4657592	3	1
3120000	0.246	36.6145	4669479	4657606	3	1
3120000	0.244	36.6173	4669476	4657603	3	1
3120000	0.248	36.6107	4669491	4657618	3	1
3120000	0.252	36.6207	4669488	4657615	3	1
3120000	0.254	36.623	4669491	4657618	3	1
3120000	0.256	36.63	4669501	4657628	3	1
3125000	0.220	36.5709	4669447	4657574	3	1
3120000	0.258	36.5261	4683387	4671514	3	1
3125000	0.222	36.5824	4669439	4657566	3	1
3125000	0.224	36.5936	4669461	4657588	3	1
3125000	0.226	36.5867	4669455	4657582	3	1
3125000	0.228	36.5902	4669449	4657576	3	1
3125000	0.230	36.591	4669472	4657599	3	1
3125000	0.232	36.5938	4669464	4657591	3	1
3125000	0.234	36.5966	4669465	4657592	3	1
3125000	0.236	36.6023	4669476	4657603	3	1
3125000	0.238	36.5995	4669481	4657608	3	1
3125000	0.240	36.605	4669479	4657606	3	1
3125000	0.244	36.6173	4669477	4657604	3	1
3125000	0.242	36.6159	4669467	4657594	3	1
3125000	0.246	36.6154	4669479	4657606	3	1
3125000	0.248	36.6107	4669492	4657619	3	1
3125000	0.252	36.6226	4669488	4657615	3	1
3125000	0.250	36.6183	4669492	4657619	3	1
3130000	0.220	36.5707	4669446	4657573	3	1
3130000	0.222	36.5817	4669439	4657566	3	1
3125000	0.254	36.625	4669491	4657618	3	1
3125000	0.256	36.6319	4669499	4657626	3	1
3130000	0.224	36.5929	4669459	4657586	3	1
3130000	0.226	36.5862	4669456	4657583	3	1
3125000	0.258	36.5279	4683385	4671512	3	1
3125000	0.260	36.5091	4683389	4671516	3	1
3130000	0.228	36.5902	4669448	4657575	3	1
3130000	0.230	36.59	4669473	4657600	3	1
3130000	0.232	36.5929	4669463	4657590	3	1
3130000	0.234	36.5967	4669468	4657595	3	1
3130000	0.236	36.6033	4669477	4657604	3	1
3130000	0.238	36.5997	4669482	4657609	3	1
3130000	0.240	36.6059	4669484	4657611	3	1
3130000	0.242	36.6159	4669472	4657599	3	1
3130000	0.244	36.6164	4669480	4657607	3	1
3130000	0.246	36.6154	4669480	4657607	3	1
3130000	0.248	36.6107	4669494	4657621	3	1
3130000	0.250	36.6183	4669493	4657620	3	1
3130000	0.252	36.6226	4669491	4657618	3	1
3130000	0.254	36.6259	4669495	4657622	3	1
3130000	0.256	36.6328	4669503	4657630	3	1
3135000	0.220	36.5716	4669446	4657573	3	1
3130000	0.258	36.5277	4683389	4671516	3	1
3135000	0.224	36.5938	4669460	4657587	3	1
3135000	0.222	36.5827	4669439	4657566	3	1
3130000	0.260	36.5092	4683392	4671519	3	1
3135000	0.228	36.5895	4669450	4657577	3	1
3135000	0.226	36.5872	4669456	4657583	3	1
3135000	0.230	36.5893	4669475	4657602	3	1
3135000	0.232	36.5919	4669463	4657590	3	1
3135000	0.234	36.5933	4669470	4657597	3	1
3135000	0.236	36.604	4669481	4657608	3	1
3135000	0.238	36.6005	4669489	4657616	3	1
3135000	0.240	36.6028	4669489	4657616	3	1
3135000	0.242	36.6126	4669477	4657604	3	1
3135000	0.244	36.6157	4669485	4657612	3	1
3135000	0.246	36.6149	4669482	4657609	3	1
3135000	0.248	36.6109	4669497	4657624	3	1
3135000	0.250	36.6185	4669497	4657624	3	1
3135000	0.252	36.6221	4669493	4657620	3	1
3135000	0.254	36.6254	4669498	4657625	3	1
3135000	0.256	36.6324	4669505	4657632	3	1
3135000	0.258	36.527	4683392	4671519	3	1
3135000	0.260	36.5085	4683396	4671523	3	1
3140000	0.222	36.579	4669507	4657634	3	1
3140000	0.224	36.5913	4669529	4657656	3	1
3140000	0.226	36.5851	4669521	4657648	3	1
3140000	0.228	36.587	4669520	4657647	3	1
3140000	0.232	36.5894	4669533	4657660	3	1
3140000	0.234	36.5915	4669543	4657670	3	1
3140000	0.236	36.6019	4669553	4657680	3	1
3140000	0.238	36.597	4669555	4657682	3	1
3140000	0.242	36.6098	4669544	4657671	3	1
3140000	0.244	36.6119	4669554	4657681	3	1
3140000	0.246	36.6124	4669550	4657677	3	1
3140000	0.248	36.6079	4669563	4657690	3	1
3140000	0.252	36.6195	4669561	4657688	3	1
3145000	0.220	36.5684	4669510	4657637	3	1
3140000	0.256	36.6303	4669573	4657700	3	1
3140000	0.254	36.6234	4669566	4657693	3	1
3145000	0.222	36.578	4669508	4657635	3	1
3140000	0.258	36.5286	4683393	4671520	3	1
3145000	0.224	36.5917	4669532	4657659	3	1
3145000	0.226	36.5849	4669521	4657648	3	1
3145000	0.228	36.587	4669522	4657649	3	1
3145000	0.230	36.5877	4669548	4657675	3	1
3145000	0.232	36.5894	4669536	4657663	3	1
3145000	0.234	36.5915	4669545	4657672	3	1
3145000	0.236	36.6034	4669555	4657682	3	1
3145000	0.238	36.5984	4669556	4657683	3	1
3145000	0.240	36.6012	4669559	4657686	3	1
3145000	0.242	36.6112	4669545	4657672	3	1
3145000	0.244	36.6114	4669555	4657682	3	1
3145000	0.246	36.6119	4669550	4657677	3	1
3145000	0.248	36.6074	4669564	4657691	3	1
3145000	0.250	36.615	4669563	4657690	3	1
3145000	0.252	36.6191	4669562	4657689	3	1
3145000	0.256	36.6298	4669575	4657702	3	1
3145000	0.254	36.6229	4669567	4657694	3	1
3150000	0.220	36.5684	4669509	4657636	3	1
3145000	0.258	36.5282	4683396	4671523	3	1
3150000	0.222	36.578	4669506	4657633	3	1
3145000	0.260	36.5092	4683396	4671523	3	1
3150000	0.224	36.5917	4669530	4657657	3	1
3150000	0.226	36.5849	4669521	4657648	3	1
3150000	0.228	36.587	4669521	4657648	3	1
3150000	0.230	36.5894	4669547	4657674	3	1
3150000	0.236	36.6036	4669553	4657680	3	1
3150000	0.232	36.5891	4669536	4657663	3	1
3150000	0.234	36.5932	4669544	4657671	3	1
3150000	0.238	36.5986	4669555	4657682	3	1
3150000	0.240	36.6015	4669558	4657685	3	1
3150000	0.242	36.6114	4669544	4657671	3	1
3150000	0.244	36.6117	4669555	4657682	3	1
3150000	0.246	36.6122	4669551	4657678	3	1
3150000	0.248	36.6077	4669564	4657691	3	1
3150000	0.250	36.6136	4669564	4657691	3	1
3150000	0.252	36.6176	4669564	4657691	3	1
3150000	0.254	36.6231	4669567	4657694	3	1
3155000	0.220	36.5688	4669514	4657641	3	1
3150000	0.256	36.63	4669577	4657704	3	1
3155000	0.222	36.579	4669510	4657637	3	1
3155000	0.224	36.5929	4669531	4657658	3	1
3150000	0.258	36.5296	4683397	4671524	3	1
3155000	0.226	36.5844	4669524	4657651	3	1
3150000	0.260	36.5105	4683398	4671525	3	1
3155000	0.228	36.5865	4669525	4657652	3	1
3155000	0.230	36.5892	4669549	4657676	3	1
3155000	0.232	36.5891	4669538	4657665	3	1
3155000	0.234	36.5929	4669545	4657672	3	1
3155000	0.236	36.6031	4669556	4657683	3	1
3155000	0.238	36.5982	4669557	4657684	3	1
3155000	0.240	36.6012	4669558	4657685	3	1
3155000	0.242	36.6112	4669542	4657669	3	1
3155000	0.244	36.6107	4669554	4657681	3	1
3155000	0.246	36.6119	4669549	4657676	3	1
3155000	0.248	36.6067	4669564	4657691	3	1
3155000	0.250	36.6126	4669564	4657691	3	1
3155000	0.252	36.6174	4669563	4657690	3	1
3155000	0.254	36.6226	4669564	4657691	3	1
3155000	0.256	36.6296	4669574	4657701	3	1
3155000	0.258	36.5291	4683395	4671522	3	1
3155000	0.260	36.5101	4683398	4671525	3	1
3160000	0.222	36.5806	4669510	4657637	3	1
3160000	0.224	36.5955	4669528	4657655	3	1
3160000	0.226	36.5863	4669523	4657650	3	1
3160000	0.228	36.5887	4669521	4657648	3	1
3160000	0.234	36.588	4669544	4657671	3	1
3160000	0.232	36.5847	4669538	4657665	3	1
3160000	0.238	36.5965	4669559	4657686	3	1
3160000	0.236	36.6003	4669556	4657683	3	1
3160000	0.242	36.61	4669544	4657671	3	1
3160000	0.246	36.6119	4669551	4657678	3	1
3160000	0.244	36.6112	4669556	4657683	3	1
3165000	0.220	36.5705	4669513	4657640	3	1
3160000	0.248	36.6098	4669564	4657691	3	1
3160000	0.252	36.6198	4669561	4657688	3	1
3165000	0.222	36.5818	4669511	4657638	3	1
3160000	0.254	36.625	4669562	4657689	3	1
3160000	0.256	36.6319	4669571	4657698	3	1
3165000	0.224	36.5953	4669525	4657652	3	1
3160000	0.258	36.5289	4683392	4671519	3	1
3165000	0.226	36.5861	4669520	4657647	3	1
3165000	0.228	36.5884	4669519	4657646	3	1
3165000	0.230	36.5896	4669540	4657667	3	1
3165000	0.232	36.5844	4669537	4657664	3	1
3165000	0.234	36.5868	4669543	4657670	3	1
3165000	0.236	36.5989	4669554	4657681	3	1
3165000	0.238	36.5951	4669555	4657682	3	1
3165000	0.240	36.6005	4669557	4657684	3	1
3165000	0.242	36.6086	4669540	4657667	3	1
3165000	0.244	36.611	4669553	4657680	3	1
3165000	0.246	36.6117	4669550	4657677	3	1
3165000	0.248	36.6096	4669563	4657690	3	1
3165000	0.250	36.6141	4669566	4657693	3	1
3165000	0.252	36.6195	4669562	4657689	3	1
3165000	0.254	36.6248	4669563	4657690	3	1
3165000	0.256	36.6317	4669572	4657699	3	1
3170000	0.220	36.5717	4669514	4657641	3	1
3165000	0.258	36.5286	4683393	4671520	3	1
3170000	0.224	36.5936	4669527	4657654	3	1
3170000	0.222	36.5818	4669512	4657639	3	1
3165000	0.260	36.5096	4683394	4671521	3	1
3170000	0.228	36.5868	4669520	4657647	3	1
3170000	0.226	36.5856	4669524	4657651	3	1
3170000	0.230	36.5854	4669540	4657667	3	1
3170000	0.232	36.5821	4669536	4657663	3	1
3170000	0.234	36.5844	4669541	4657668	3	1
3170000	0.238	36.5951	4669554	4657681	3	1
3170000	0.236	36.5989	4669553	4657680	3	1
3170000	0.240	36.6005	4669557	4657684	3	1
3170000	0.242	36.6088	4669541	4657668	3	1
3170000	0.244	36.6112	4669554	4657681	3	1
3170000	0.246	36.6119	4669551	4657678	3	1
3170000	0.248	36.6098	4669565	4657692	3	1
3170000	0.250	36.6143	4669564	4657691	3	1
3170000	0.252	36.6191	4669562	4657689	3	1
3170000	0.254	36.6243	4669564	4657691	3	1
3175000	0.220	36.5721	4669510	4657637	3	1
3170000	0.256	36.6312	4669573	4657700	3	1
3170000	0.258	36.5266	4683394	4671521	3	1
3175000	0.222	36.5823	4669509	4657636	3	1
3170000	0.260	36.5075	4683395	4671522	3	1
3175000	0.224	36.5936	4669527	4657654	3	1
3175000	0.226	36.5872	4669528	4657655	3	1
3175000	0.228	36.5884	4669525	4657652	3	1
3175000	0.232	36.5858	4669542	4657669	3	1
3175000	0.230	36.5889	4669545	4657672	3	1
3175000	0.234	36.5882	4669546	4657673	3	1
3175000	0.236	36.6019	4669557	4657684	3	1
3175000	0.238	36.5982	4669558	4657685	3	1
3175000	0.240	36.6039	4669564	4657691	3	1
3175000	0.242	36.6105	4669548	4657675	3	1
3175000	0.244	36.61	4669558	4657685	3	1
3175000	0.246	36.6107	4669555	4657682	3	1
3175000	0.248	36.61	4669568	4657695	3	1
3175000	0.250	36.6131	4669568	4657695	3	1
3175000	0.252	36.6174	4669566	4657693	3	1
3175000	0.254	36.6241	4669568	4657695	3	1
3175000	0.256	36.631	4669578	4657705	3	1
3175000	0.258	36.5254	4683399	4671526	3	1
3175000	0.260	36.5059	4683401	4671528	3	1
3180000	0.222	36.5818	4669506	4657633	3	1
3180000	0.224	36.5932	4669526	4657653	3	1
3180000	0.226	36.5872	4669526	4657653	3	1
3180000	0.228	36.5884	4669525	4657652	3	1
3180000	0.232	36.5858	4669542	4657669	3	1
3180000	0.234	36.5882	4669547	4657674	3	1
3180000	0.236	36.6019	4669556	4657683	3	1
3180000	0.238	36.5982	4669558	4657685	3	1
3180000	0.244	36.61	4669558	4657685	3	1
3180000	0.246	36.61	4669556	4657683	3	1
3180000	0.242	36.6105	4669549	4657676	3	1
3180000	0.248	36.61	4669568	4657695	3	1
3185000	0.220	36.5728	4669510	4657637	3	1
3180000	0.252	36.6174	4669566	4657693	3	1
3185000	0.222	36.5825	4669507	4657634	3	1
3180000	0.254	36.6241	4669568	4657695	3	1
3185000	0.224	36.5939	4669526	4657653	3	1
3180000	0.256	36.6312	4669577	4657704	3	1
3180000	0.258	36.5256	4683398	4671525	3	1
3185000	0.226	36.588	4669526	4657653	3	1
3185000	0.228	36.5889	4669521	4657648	3	1
3185000	0.230	36.5887	4669541	4657668	3	1
3185000	0.232	36.5849	4669542	4657669	3	1
3185000	0.234	36.5882	4669547	4657674	3	1
3185000	0.236	36.6019	4669557	4657684	3	1
3185000	0.238	36.5982	4669559	4657686	3	1
3185000	0.240	36.6053	4669560	4657687	3	1
3185000	0.244	36.611	4669557	4657684	3	1
3185000	0.242	36.6081	4669552	4657679	3	1
3185000	0.246	36.61	4669558	4657685	3	1
3185000	0.248	36.6105	4669572	4657699	3	1
3185000	0.250	36.6134	4669573	4657700	3	1
3185000	0.252	36.6179	4669569	4657696	3	1
3185000	0.254	36.6236	4669571	4657698	3	1
3185000	0.256	36.6317	4669581	4657708	3	1
3190000	0.220	36.5728	4669509	4657636	3	1
3185000	0.258	36.5252	4683401	4671528	3	1
3190000	0.224	36.5939	4669524	4657651	3	1
3190000	0.222	36.5825	4669507	4657634	3	1
3190000	0.226	36.5877	4669525	4657652	3	1
3185000	0.260	36.5059	4683405	4671532	3	1
3190000	0.228	36.5896	4669520	4657647	3	1
3190000	0.230	36.5894	4669540	4657667	3	1
3190000	0.232	36.5818	4669539	4657666	3	1
3190000	0.238	36.5963	4669556	4657683	3	1
3190000	0.236	36.5993	4669554	4657681	3	1
3190000	0.234	36.5863	4669543	4657670	3	1
3190000	0.240	36.6034	4669558	4657685	3	1
3190000	0.242	36.6062	4669552	4657679	3	1
3190000	0.244	36.6091	4669555	4657682	3	1
3190000	0.246	36.61	4669558	4657685	3	1
3190000	0.248	36.6096	4669571	4657698	3	1
3190000	0.250	36.611	4669570	4657697	3	1
3190000	0.252	36.6157	4669568	4657695	3	1
3190000	0.254	36.6212	4669570	4657697	3	1
3190000	0.256	36.6334	4669583	4657710	3	1
3195000	0.220	36.5719	4669510	4657637	3	1
3195000	0.222	36.5816	4669510	4657637	3	1
3190000	0.258	36.524	4683400	4671527	3	1
3190000	0.260	36.5052	4683405	4671532	3	1
3195000	0.224	36.5936	4669526	4657653	3	1
3195000	0.226	36.5894	4669528	4657655	3	1
3195000	0.228	36.5913	4669523	4657650	3	1
3195000	0.230	36.591	4669542	4657669	3	1
3195000	0.232	36.5842	4669540	4657667	3	1
3195000	0.234	36.5906	4669547	4657674	3	1
3195000	0.236	36.601	4669557	4657684	3	1
3195000	0.238	36.5979	4669559	4657686	3	1
3195000	0.240	36.6057	4669561	4657688	3	1
3195000	0.242	36.6086	4669554	4657681	3	1
3195000	0.244	36.6114	4669559	4657686	3	1
3195000	0.246	36.6098	4669563	4657690	3	1
